会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
北極星株式会社,http://hokkyokusei-inc.com,-,東京都,千代田区,1,-,2001,5,未上場,"BtoC,BtoB",IT,情報セキュリティ,,,,,,,,,,,,,,,,,,,
ジオジャパン株式会社,http://www.geo-japan.co.jp,田島孝良,東京都,千代田区,1,1500,1990,11,未上場,BtoB,IT,医療機器商社,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社イーワークス,https://eworks-web.com,米澤真一,東京都,千代田区,1,5000,2008,10,未上場,BtoB,IT,オフィス用品,システム開発,,,,,,,,,,,,,,,,,,
株式会社ハイト,http://www.haito.co.jp,隈元督,東京都,千代田区,1,-,2017,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
室園科研株式会社,http://m-kaken.com,室園浩司,東京都,千代田区,1,1000,2021,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社リンケージワークス,http://www.linkageworks.jp,丹羽俊順,東京都,千代田区,1,100,2010,1,未上場,BtoB,IT,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社リーガル・テクノロジーズ,https://www.legal-tech.co.jp,勝部泰之,東京都,千代田区,1,900,2021,6,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,Web制作,,,,,,,,,,,,,,,,,,
ベビカム株式会社,https://www.company.babycome.jp,安西正育,東京都,千代田区,1,8000,1996,2,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
レイン・バード株式会社,https://www.rainbird.co.jp,東里美,東京都,千代田区,1,500,2012,4,未上場,BtoB,IT,Webアプリ・サービス運営,広告代理店,,,,,,,,,,,,,,,,,,
株式会社アプリ・スマート,http://appli-smart.jp,-,東京都,千代田区,1,-,2010,5,未上場,BtoC,IT,システム開発,,,,,,,,,,,,,,,,,,,
有限会社軟式,https://www.nanshiki.co.jp,-,東京都,千代田区,1,300,1995,12,未上場,BtoB,IT,システム開発,ゲーム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,
株式会社HAREGON,http://www.haregon.co.jp,金哲民,東京都,千代田区,1,1000,1995,1,未上場,BtoB,IT,ソフトウェア商社,システム開発,,,,,,,,,,,,,,,,,,
株式会社Mi6,http://www.mi6.co.jp,川元浩嗣,東京都,千代田区,1,-,2015,5,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
レオコンサルティング株式会社,http://www.leocc.co.jp,野田茂樹,東京都,千代田区,1,1000,2013,11,未上場,BtoB,IT,財務コンサル,システム開発,経営コンサル,,,,,,,,,,,,,,,,,
株式会社Princess Hime Suite,http://www.princess-hime-suite.com,香がわ由紀の,東京都,千代田区,1,-,,,未上場,"BtoC,BtoB",IT,マンション・ビル管理,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社蔵守,https://kuramori.co.jp,濱田文,東京都,千代田区,1,-,2018,1,未上場,"BtoC,BtoB",IT,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
合同会社ソニックスタジオ,https://sonicstudio.jp,三宅理,東京都,千代田区,1,-,,,未上場,BtoB,IT,システム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
シャーク・デザイナー株式会社,https://www.shark-designer.com,荒柴雅美,東京都,千代田区,1,-,2010,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アドバンスコード,https://www.advancecode.co.jp,田村紘一,東京都,千代田区,1,1000,2007,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社マンカインド,http://mankindinc.jp,播磨祐介,東京都,千代田区,1,-,2013,5,未上場,BtoB,IT,システム開発,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,
アーカイヴ株式会社,https://arxiv.co.jp,-,東京都,千代田区,1,-,2021,4,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社トラフィックブレイン,http://t-brain.jp,太田恒平,東京都,千代田区,1,700,2017,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
サイバーフェロー株式会社,http://www.cyberfellow.com,安食健太郎,東京都,千代田区,1,300,2008,3,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
株式会社S21G,http://www.s21g.com,瀧内元気,東京都,千代田区,1,1000,2007,10,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
トリイシステム株式会社,http://www.trsys.co.jp,鳥居和久,東京都,千代田区,1,2000,1991,7,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社ソクラ,https://socra.net,土屋直也,東京都,千代田区,1,5000,2014,10,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ニジエ,https://nijie.co.jp,伊藤大蔵,東京都,千代田区,1,454,2014,4,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,Web制作,インターネット広告代理店,,,,,,,,,,,,,,,,,
株式会社コンピュータリブ,http://www.computerlib.jp,中島正雄,東京都,千代田区,1,1300,1998,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社サンテメディカルソリューションズ,http://www.sante-med-japan.com,鈴木英樹,東京都,千代田区,1,300,2013,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
インフォステージ株式会社,http://www.infostage.co.jp,丸山幸男,東京都,千代田区,1,1000,1999,9,未上場,BtoB,IT,ソフトウェア商社,,,,,,,,,,,,,,,,,,,
株式会社アグリーメント,http://www.agreement.jp,豊倉光伺,東京都,千代田区,1,8625,2006,12,未上場,BtoB,IT,システム開発,企業研修,,,,,,,,,,,,,,,,,,
株式会社コアクルー,http://www.corecrew.co.jp,塩澤成年,東京都,千代田区,1,100,2011,11,未上場,BtoB,IT,ITインフラストラクチャー,Web制作,情報セキュリティ,,,,,,,,,,,,,,,,,
株式会社ダ・ヴィンチ,http://da-vinci-i.com,中西恒一,東京都,千代田区,1,-,2016,3,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
有限会社ラング・エッジ,http://www.langedge.jp,宮地直人,東京都,千代田区,1,600,2000,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社日本ピーアール,http://www.n-pr.co.jp,佐野茂,東京都,千代田区,1,1000,1984,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ホワイトDB,http://www.fukudb.jp,前田真宏,東京都,千代田区,1,300,2010,5,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ゼロワン・スタイル,http://www.zero-one.jp,柴田和郎,東京都,千代田区,1,600,2008,5,未上場,"BtoC,BtoB",IT,デジタル系コンテンツ,Web制作,,,,,,,,,,,,,,,,,,
株式会社infonerv,https://infonerv.com,江崎貴裕,東京都,千代田区,1,-,2021,4,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社ビジネスITアカデミー,http://bit-a.jp,田中裕明,東京都,千代田区,1,-,2008,6,未上場,BtoB,IT,IT系教育,,,,,,,,,,,,,,,,,,,
株式会社コロニー,http://www.colony.co.jp,杉本博,東京都,千代田区,1,1000,1995,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社プライムセオリー,https://www.primetheory.jp,東海林誠,東京都,千代田区,1,-,2013,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社円谷夢工房,http://www.tsuburaya-yume.co.jp,安西智,東京都,千代田区,1,6900,1991,5,未上場,BtoB,IT,デジタル系コンテンツ,ゲーム開発,イベント,,,,,,,,,,,,,,,,,
株式会社オフィサム,http://www.offi36.co.jp,山田良政,東京都,千代田区,1,750,2010,9,未上場,"BtoC,BtoB",IT,システム開発,デザイン,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,
作戦本部株式会社,http://www.sakusenhonbu.com,鴨志田由貴,東京都,千代田区,1,500,2012,1,未上場,BtoB,IT,経営コンサル,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社サクラウンジャパン,http://www.saqrownjapan.co.jp,平田紗弓,東京都,千代田区,1,-,2015,5,未上場,BtoB,IT,Webアプリ・サービス運営,イベント,翻訳・通訳,,,,,,,,,,,,,,,,,
アセンブローグ株式会社,http://www.assemblogue.com,青井正三,東京都,千代田区,1,7200,2012,8,未上場,"BtoC,BtoB",IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社三美堂,http://www.sanbido.com,折口郁美,東京都,千代田区,1,-,2006,8,未上場,BtoC,IT,Webアプリ・サービス運営,資格取得,,,,,,,,,,,,,,,,,,
AMBIST株式会社,https://ambist.co.jp,高瀬真彦,東京都,千代田区,1,180,2014,7,未上場,"BtoB,BtoC",IT,Webアプリ・サービス運営,資格取得,,,,,,,,,,,,,,,,,,
ASIS株式会社,https://asis-investment.co.jp,内田唯,東京都,千代田区,1,900,2017,3,未上場,"BtoC,BtoB",IT,不動産コンサル,Webアプリ・サービス運営,toCセミナー業界,,,,,,,,,,,,,,,,,
株式会社homecamp,https://kabuki-inc.com,大城浩司,東京都,千代田区,1,30000,2015,10,未上場,"BtoB,BtoC",IT,デザイン,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
シュワット株式会社,https://cm-consulting.jp,渡邉志明,東京都,千代田区,1,800,2023,2,,-,IT,Webアプリ・サービス運営,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
ストリートメディア株式会社,http://streetmedia.co.jp,大森洋三,東京都,千代田区,1,9983,2008,4,未上場,BtoB,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
ロジアス株式会社,http://www.logias.co.jp,菊地正,東京都,千代田区,1,100,2011,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
GetCV株式会社,https://get-cv.co.jp,宍戸僚,東京都,千代田区,1,-,2023,8,,-,IT,Webアプリ・サービス運営,Webマーケコンサル,,,,,,,,,,,,,,,,,,
株式会社ウインクリエート,http://www.winwintool.com,古川靖,東京都,千代田区,1,-,1999,2,未上場,"BtoC,BtoB",IT,,,,,,,,,,,,,,,,,,,,
株式会社ファンクラフト,http://www.funcraft.co.jp,和田直樹,東京都,千代田区,1,555,2015,3,未上場,"BtoC,BtoB",IT,PC・スマホ周辺機器製造,総合系eコマース,,,,,,,,,,,,,,,,,,
株式会社Spot,https://spot-corp.com,吉田拓真,東京都,千代田区,1,-,,,未上場,"BtoC,BtoB",IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社クラップス,https://claps337.jp,甘利貴信,東京都,千代田区,1,400,2004,9,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社Real iD,https://realid-inc.com,鈴木宏一,東京都,千代田区,1,-,2009,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
東京システムインテグレート株式会社,http://www.sysint.co.jp,浅野吉央,東京都,千代田区,1,7500,1991,3,未上場,"BtoC,BtoB",IT,システム開発,クラウド系・Fintech,,,,,,,,,,,,,,,,,,
リードスピーカー・ジャパン株式会社,https://readspeaker.jp,金定寛幸,東京都,千代田区,1,-,2006,1,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
有限会社一心堂書店,https://www.kosho.or.jp,高林和範,東京都,千代田区,1,-,1919,1,未上場,BtoC,IT,リサイクルショップ,総合系eコマース,,,,,,,,,,,,,,,,,,
有限会社ルートライン,http://www.rootline.co.jp,椎木一仁,東京都,千代田区,1,400,2000,9,未上場,BtoB,IT,Webアプリ・サービス運営,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社ラピッドコム,http://www.rapidcom.jp,関根一隆,東京都,千代田区,1,700,2007,6,未上場,BtoB,IT,ITインフラストラクチャー,業務請負,,,,,,,,,,,,,,,,,,
日本企業情報株式会社,http://www.jcib.co.jp,田川孝展,東京都,千代田区,1,1000,2006,7,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
IPOC株式会社,https://www.ipoc.co.jp,鈴木孝一,東京都,千代田区,1,-,2018,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社シーフォレスト,http://www.cforest.co.jp,和田理史,東京都,千代田区,1,300,2001,1,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,
株式会社スマートコムラボラトリーズ,https://smartcom.co.jp,伊藤政彦,東京都,千代田区,1,10000,2016,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社グローブワークス,http://www.globeworks.co.jp,大野智也,東京都,千代田区,1,500,2006,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社トラヴィ,http://www.travie.jp,首藤真志,東京都,千代田区,1,2000,2004,8,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ソフトシアターサービス株式会社,http://stsv.co.jp,久遠有美,東京都,千代田区,1,-,2007,3,未上場,BtoB,IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社人間と科学の研究所,http://bitas.co.jp,飛岡健,東京都,千代田区,1,2000,,,未上場,BtoB,IT,システム開発,医療コンサル,,,,,,,,,,,,,,,,,,
株式会社クリエイターズ・ヘッド,http://www.creatorshead.co.jp,宮野美英,東京都,千代田区,1,6100,1998,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アディオ,http://freiheit.co.jp,高橋智礼,東京都,千代田区,1,-,2013,1,未上場,BtoC,IT,スポーツ用品,総合系eコマース,スポーツ用品販売,,,,,,,,,,,,,,,,,
ストーリーエム株式会社,http://www.storym.biz,李範,東京都,千代田区,1,4040,2004,6,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
ソニックブレイン株式会社,http://www.sonicbrain.co.jp,金文式,東京都,千代田区,1,1000,2005,2,未上場,BtoB,IT,防犯機器,,,,,,,,,,,,,,,,,,,
株式会社ロデスター,https://www.lodestar.jp,高橋裕明,東京都,千代田区,1,3000,2010,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
出版技研株式会社,http://www.shuppan-giken.co.jp,中間敏隆,東京都,千代田区,1,-,,,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
物流企画サポート株式会社,http://logipress.co.jp,大西友洋,東京都,千代田区,1,500,2011,3,未上場,BtoB,IT,経営コンサル,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
インテグレイティブヘルスデザイン株式会社,http://www.integrumhd.com,長谷川雄介,東京都,千代田区,1,1000,2016,8,未上場,"BtoB,BtoC",IT,研究・調査・リサーチ,Webアプリ・サービス運営,システム開発,,,,,,,,,,,,,,,,,
アンドアフリカ株式会社,https://andafrica.co.jp,室伏陽,東京都,千代田区,1,8181,2017,5,未上場,-,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アルファテック株式会社,http://alphatech-win.co.jp,-,東京都,千代田区,1,3000,2011,5,未上場,BtoB,IT,ソフトウェア商社,,,,,,,,,,,,,,,,,,,
株式会社デイビースコット,http://www.davy-scott.co.jp,棟方幸則,東京都,千代田区,1,1000,1999,12,未上場,"BtoC,BtoB",IT,デザイン,情報セキュリティ,,,,,,,,,,,,,,,,,,
株式会社コネクトプラス,http://connectplus.jp,柳生敏夫,東京都,千代田区,1,2000,,,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,
スリーエム株式会社,http://www.3-mmm.com,田村尚久,東京都,千代田区,1,-,2011,2,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ヴォーチェ,http://www.voce.ne.jp,赤松隆,東京都,千代田区,1,-,2007,12,未上場,BtoC,IT,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
日本企業価値承継機構株式会社,http://www.jcvs.co.jp,多賀谷不二雄,東京都,千代田区,1,1000,,,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社フォレストネット,http://www.f-n.co.jp,日隈隆治,東京都,千代田区,1,9900,2001,4,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
ヘルスバンク株式会社,http://health-bank.co.jp,石塚集,東京都,千代田区,1,-,,,未上場,BtoB,IT,業務請負,Webアプリ・サービス運営,システム開発,,,,,,,,,,,,,,,,,
株式会社サンプラザ,http://www.sunplaza.co.jp,奥村滋,東京都,千代田区,1,3400,1987,12,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社スナッピー・コミュニケーションズ,http://www.snappy.ne.jp,小林四一,東京都,千代田区,1,2500,1998,10,未上場,"BtoC,BtoB",IT,Webアプリ・サービス運営,システム開発,,,,,,,,,,,,,,,,,,
Druva合同会社,https://www.jp.druva.com,山本浩司,東京都,千代田区,1,-,2016,2,未上場,"BtoC,BtoB",IT,クラウド系・Fintech,,,,,,,,,,,,,,,,,,,
株式会社T.J.Promotion,https://tj-pro.jp,-,東京都,千代田区,1,300,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社プッシュアップ,http://vitup.jp,藤本和正,東京都,千代田区,1,-,,,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社エレガンテ,http://elegante1.com,佐藤良太,東京都,千代田区,1,100,2007,11,未上場,BtoB,IT,Web制作,システム開発,クラウド系・Fintech,,,,,,,,,,,,,,,,,
株式会社石徳,http://www.14109.jp,岡村大作,東京都,千代田区,1,1000,1995,3,未上場,BtoC,IT,窯業建材・石材,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社ABI,http://www.ab-i.jp,幸田武範,東京都,千代田区,1,-,2017,7,未上場,BtoB,IT,映画・アニメーション,デジタル系コンテンツ,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,
進システムデザイン株式会社,http://zsd.co.jp,長谷川隆一,東京都,千代田区,1,1000,1998,10,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社ブランド・メディア,http://snack-navi.com,青木一生,東京都,千代田区,1,800,2009,5,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
有限会社クロノス・コミュニケーションズ,https://www.cronos-inc.co.jp,伊藤健,東京都,千代田区,1,300,2000,3,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
ボンズライフプランニング株式会社,https://bonds-lp.com,竹内直樹,東京都,千代田区,1,950,,,未上場,"BtoB,BtoC",IT,保険代理店,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社Cloud9dynamics,https://cloud9dynamics.co.jp,島田顕治,東京都,千代田区,1,-,2021,7,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
